Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,JobSatisfaction,YearsAtCompany,OverTime,Attrition
38,Female,Sales,Sales Executive,5,Single,3603,4,0,No,Yes
27,Female,Sales,Research Scientist,5,Married,7233,2,21,Yes,No
55,Male,Research & Development,Manager,1,Married,7004,1,24,Yes,No
21,Male,Research & Development,Sales Executive,2,Single,5667,2,29,No,Yes
37,Female,Sales,Research Scientist,4,Single,3262,2,8,No,No
34,Male,Research & Development,Human Resources,4,Single,6016,3,36,No,No
24,Female,Research & Development,Research Scientist,3,Single,3419,4,9,No,No
21,Male,Sales,Laboratory Technician,1,Single,5720,3,14,Yes,No
46,Female,Research & Development,Sales Executive,4,Married,7972,3,2,No,No
31,Male,Sales,Human Resources,3,Married,5961,3,7,No,No
20,Male,Research & Development,Sales Executive,5,Single,9135,3,24,No,No
41,Female,Research & Development,Sales Executive,3,Married,6737,1,35,No,No
54,Female,Research & Development,Manager,2,Single,7933,4,20,No,No
33,Male,Human Resources,Research Scientist,2,Married,7791,3,33,No,No
21,Female,Sales,Sales Executive,5,Married,9517,4,26,No,No
41,Male,Research & Development,Sales Executive,1,Married,2737,3,8,No,No
51,Female,Research & Development,Laboratory Technician,2,Single,4692,1,9,No,Yes
47,Female,Research & Development,Laboratory Technician,2,Single,6069,3,26,Yes,No
35,Male,Research & Development,Laboratory Technician,3,Married,8001,2,24,No,No
36,Female,Research & Development,Sales Executive,3,Single,6420,1,12,No,No
48,Male,Research & Development,Human Resources,3,Single,5983,4,3,Yes,No
36,Male,Sales,Research Scientist,4,Single,8575,2,15,No,No
36,Female,Sales,Sales Executive,5,Married,5155,2,11,No,No
39,Female,Research & Development,Manager,1,Single,5039,1,24,No,No
41,Male,Research & Development,Human Resources,3,Divorced,7302,4,15,Yes,No
29,Male,Human Resources,Human Resources,1,Married,11985,1,38,Yes,No
47,Male,Sales,Research Scientist,3,Single,5950,3,1,Yes,No
55,Female,Sales,Human Resources,2,Married,4384,1,8,No,No
48,Male,Research & Development,Research Scientist,1,Single,4582,1,12,Yes,No
53,Male,Research & Development,Human Resources,4,Married,5085,3,13,No,No
36,Male,Human Resources,Research Scientist,3,Married,9315,3,11,No,No
53,Male,Sales,Laboratory Technician,5,Married,5084,4,34,Yes,No
47,Male,Sales,Laboratory Technician,2,Married,6761,1,21,No,No
50,Male,Research & Development,Human Resources,3,Single,5770,3,20,Yes,No
35,Male,Sales,Human Resources,1,Divorced,2717,4,2,No,No
45,Male,Human Resources,Research Scientist,3,Married,5180,4,21,No,No
28,Female,Research & Development,Research Scientist,2,Single,-186,3,8,Yes,No
50,Male,Sales,Sales Executive,5,Single,6437,3,39,No,No
34,Female,Sales,Laboratory Technician,5,Single,7223,4,2,Yes,Yes
23,Female,Sales,Sales Executive,5,Single,3885,2,30,No,Yes
21,Female,Research & Development,Sales Executive,2,Married,4644,3,36,No,No
37,Female,Sales,Manager,3,Single,2648,2,5,Yes,No
44,Male,Sales,Research Scientist,2,Divorced,459,4,13,No,No
32,Male,Human Resources,Manager,2,Single,2234,1,18,Yes,No
23,Male,Sales,Manager,3,Single,7630,2,17,No,No
31,Male,Research & Development,Sales Executive,4,Single,5214,2,6,No,No
28,Female,Sales,Manager,5,Single,6523,2,35,Yes,No
56,Female,Research & Development,Research Scientist,1,Married,11102,2,28,Yes,No
26,Female,Sales,Sales Executive,1,Married,8496,2,2,Yes,No
43,Male,Sales,Research Scientist,3,Single,7347,2,12,Yes,No
33,Female,Research & Development,Human Resources,1,Married,4788,1,35,No,No
22,Male,Sales,Manager,4,Married,9898,1,24,No,No
27,Male,Research & Development,Sales Executive,2,Married,9088,1,27,Yes,No
20,Male,Sales,Laboratory Technician,5,Married,8232,2,37,No,No
30,Female,Research & Development,Research Scientist,1,Married,5987,4,10,No,No
47,Male,Human Resources,Manager,1,Married,3688,3,8,Yes,No
23,Female,Sales,Research Scientist,3,Single,9793,2,21,Yes,No
34,Female,Sales,Research Scientist,3,Single,8176,1,20,Yes,No
36,Female,Research & Development,Human Resources,2,Married,5491,4,18,No,No
59,Male,Research & Development,Research Scientist,5,Married,5308,4,32,No,No
52,Female,Sales,Human Resources,1,Married,2946,2,3,No,Yes
43,Female,Research & Development,Human Resources,2,Divorced,7900,1,32,No,No
22,Male,Sales,Human Resources,5,Single,6426,3,15,No,No
46,Male,Sales,Manager,2,Married,6994,3,0,No,No
54,Male,Human Resources,Research Scientist,1,Married,8325,1,14,No,No
37,Male,Research & Development,Research Scientist,3,Married,7804,1,21,No,No
38,Male,Research & Development,Human Resources,3,Married,3812,4,31,Yes,No
27,Female,Sales,Research Scientist,3,Single,6055,2,36,No,No
22,Male,Sales,Research Scientist,4,Single,7031,2,22,No,No
53,Male,Research & Development,Human Resources,2,Divorced,7220,2,32,No,No
23,Female,Sales,Laboratory Technician,1,Single,2024,3,39,Yes,No
43,Male,Sales,Laboratory Technician,2,Married,3484,3,21,No,No
21,Female,Sales,Human Resources,3,Married,7643,3,39,No,No
56,Male,Research & Development,Manager,2,Single,7605,2,11,Yes,Yes
56,Female,Sales,Research Scientist,5,Married,10024,1,17,Yes,No
52,Male,Sales,Research Scientist,2,Married,2124,1,31,No,No
18,Female,Research & Development,Laboratory Technician,4,Divorced,8244,2,2,No,No
41,Male,Research & Development,Human Resources,4,Single,6940,2,35,Yes,No
53,Female,Sales,Manager,3,Married,3372,1,0,Yes,Yes
23,Male,Research & Development,Human Resources,1,Married,1581,1,24,No,No
58,Female,Sales,Laboratory Technician,5,Divorced,8352,3,19,Yes,No
48,Male,Research & Development,Laboratory Technician,1,Divorced,3541,4,16,Yes,No
37,Male,Research & Development,Research Scientist,1,Married,2714,4,21,No,No
41,Female,Sales,Sales Executive,5,Single,7133,2,32,Yes,No
42,Male,Sales,Manager,4,Single,5975,4,25,No,No
53,Female,Research & Development,Manager,3,Married,7436,4,26,No,No
38,Female,Human Resources,Sales Executive,2,Married,7076,4,33,Yes,No
47,Female,Research & Development,Laboratory Technician,4,Married,14363,3,22,Yes,No
41,Male,Sales,Human Resources,3,Single,7808,3,15,Yes,No
59,Female,Sales,Manager,4,Married,7648,1,13,No,No
47,Female,Sales,Sales Executive,5,Single,3794,2,13,No,No
39,Female,Sales,Research Scientist,1,Married,9905,4,25,No,No
45,Male,Research & Development,Research Scientist,5,Single,4736,1,26,No,No
24,Male,Research & Development,Laboratory Technician,2,Divorced,3724,3,39,Yes,No
52,Male,Sales,Manager,5,Single,5471,4,3,No,No
45,Male,Sales,Human Resources,1,Married,7100,2,8,No,No
31,Male,Research & Development,Manager,4,Single,4845,4,26,No,No
27,Male,Sales,Research Scientist,3,Married,3808,3,38,Yes,No
33,Female,Human Resources,Manager,2,Married,3755,4,14,Yes,No
33,Female,Research & Development,Research Scientist,4,Divorced,6514,4,24,No,No
48,Female,Research & Development,Sales Executive,3,Single,7400,4,17,No,No
59,Male,Research & Development,Sales Executive,1,Single,7605,4,29,No,No
42,Male,Research & Development,Research Scientist,5,Married,2110,3,36,Yes,No
30,Female,Sales,Human Resources,4,Single,3923,1,15,No,No
23,Female,Human Resources,Human Resources,3,Single,8328,4,11,No,No
26,Female,Sales,Manager,3,Married,4939,2,16,No,No
53,Female,Sales,Research Scientist,5,Married,6506,4,24,No,No
37,Male,Research & Development,Laboratory Technician,4,Single,12565,2,14,No,No
35,Female,Sales,Human Resources,4,Single,363,2,24,No,No
38,Male,Sales,Human Resources,1,Married,5676,4,20,No,No
21,Male,Sales,Sales Executive,4,Married,7769,4,18,No,No
50,Female,Sales,Human Resources,5,Single,3545,2,23,No,No
44,Male,Research & Development,Human Resources,4,Single,5662,3,6,No,No
24,Male,Sales,Human Resources,1,Married,2999,1,11,No,No
23,Male,Research & Development,Research Scientist,3,Single,7444,2,38,No,No
32,Male,Human Resources,Research Scientist,4,Married,4322,3,10,No,No
35,Female,Research & Development,Sales Executive,5,Married,4923,1,32,No,No
49,Male,Research & Development,Manager,4,Married,8241,1,24,Yes,No
28,Male,Human Resources,Human Resources,2,Divorced,7390,1,38,Yes,No
37,Male,Sales,Manager,1,Single,8433,4,33,Yes,No
41,Male,Research & Development,Research Scientist,3,Single,10393,4,10,No,No
32,Male,Research & Development,Human Resources,2,Married,6184,2,15,Yes,No
24,Female,Human Resources,Manager,5,Married,11291,4,31,No,No
38,Male,Research & Development,Manager,4,Single,6484,3,14,No,No
59,Female,Sales,Laboratory Technician,1,Single,9294,1,39,No,No
43,Female,Human Resources,Research Scientist,4,Single,5927,1,14,No,No
31,Female,Sales,Sales Executive,4,Single,8100,1,6,No,No
54,Male,Sales,Sales Executive,4,Married,4932,4,36,No,No
38,Male,Sales,Laboratory Technician,4,Married,9348,4,39,No,No
35,Female,Research & Development,Manager,1,Married,8877,4,1,No,No
22,Male,Research & Development,Laboratory Technician,2,Single,5465,3,5,No,No
20,Female,Research & Development,Laboratory Technician,5,Single,6390,4,35,No,No
40,Female,Research & Development,Research Scientist,2,Single,3639,4,38,Yes,No
43,Female,Sales,Human Resources,1,Single,8325,4,37,No,Yes
54,Female,Research & Development,Manager,5,Single,8101,3,27,No,No
41,Female,Research & Development,Sales Executive,3,Single,2918,4,21,No,Yes
36,Male,Research & Development,Sales Executive,2,Married,11428,2,36,No,Yes
42,Female,Human Resources,Laboratory Technician,1,Married,6993,4,4,Yes,No
38,Male,Research & Development,Laboratory Technician,1,Single,5419,2,17,No,No
29,Male,Research & Development,Laboratory Technician,1,Divorced,8996,3,10,No,No
58,Female,Sales,Manager,5,Married,4694,2,7,Yes,No
50,Female,Research & Development,Laboratory Technician,4,Divorced,9267,3,19,Yes,No
21,Female,Human Resources,Laboratory Technician,3,Married,3059,4,10,No,No
59,Female,Sales,Human Resources,5,Married,5445,4,26,No,No
24,Male,Research & Development,Manager,5,Married,5781,2,28,No,No
39,Female,Sales,Research Scientist,2,Single,4639,4,24,Yes,Yes
50,Female,Research & Development,Research Scientist,3,Married,4158,2,18,Yes,No
34,Female,Research & Development,Human Resources,1,Married,4782,3,1,No,No
41,Male,Research & Development,Sales Executive,5,Married,4669,4,38,No,No
51,Male,Research & Development,Research Scientist,3,Married,4827,4,1,No,No
45,Female,Sales,Manager,2,Married,9585,4,6,Yes,No
58,Male,Sales,Sales Executive,4,Married,7083,1,30,No,No
56,Male,Research & Development,Laboratory Technician,3,Single,5779,1,32,No,No
39,Female,Sales,Manager,1,Married,7912,2,10,No,No
34,Male,Research & Development,Sales Executive,5,Married,5761,1,39,No,No
51,Male,Sales,Research Scientist,4,Married,4014,4,39,No,No
23,Male,Sales,Laboratory Technician,2,Married,1985,1,12,Yes,No
23,Male,Research & Development,Laboratory Technician,1,Single,8472,2,9,No,No
51,Female,Research & Development,Manager,4,Divorced,435,1,37,Yes,Yes
18,Male,Sales,Laboratory Technician,2,Single,2228,3,19,No,No
27,Male,Sales,Sales Executive,1,Married,7261,3,20,No,No
38,Female,Sales,Human Resources,5,Single,5956,1,13,No,No
22,Female,Research & Development,Research Scientist,2,Married,9647,3,23,No,No
19,Female,Sales,Manager,4,Married,4389,3,39,Yes,No
39,Male,Research & Development,Human Resources,1,Married,7923,1,6,Yes,No
19,Male,Research & Development,Human Resources,3,Married,5558,3,4,Yes,Yes
27,Female,Research & Development,Manager,1,Married,7373,2,5,No,No
51,Male,Sales,Sales Executive,4,Married,6424,2,39,No,No
33,Female,Research & Development,Research Scientist,4,Single,7260,4,34,Yes,No
56,Male,Human Resources,Manager,3,Married,6537,2,8,Yes,No
39,Male,Sales,Human Resources,4,Single,6733,4,0,No,No
29,Female,Sales,Human Resources,1,Married,3278,4,38,Yes,No
41,Female,Research & Development,Manager,2,Single,6189,1,19,No,No
57,Female,Sales,Human Resources,1,Married,7506,3,5,No,No
55,Male,Research & Development,Manager,4,Married,5870,1,31,No,No
27,Male,Research & Development,Manager,3,Single,5745,4,12,Yes,No
52,Female,Research & Development,Research Scientist,3,Married,1292,1,38,No,No
49,Female,Research & Development,Manager,5,Married,9835,3,39,No,No
24,Male,Research & Development,Human Resources,3,Divorced,2580,3,20,Yes,No
38,Male,Sales,Laboratory Technician,3,Married,4454,3,36,No,No
37,Male,Sales,Research Scientist,4,Married,4029,4,11,Yes,No
43,Female,Research & Development,Human Resources,2,Married,6741,1,5,No,No
21,Female,Human Resources,Human Resources,2,Single,6854,1,14,No,No
39,Female,Research & Development,Research Scientist,4,Single,7648,4,20,No,No
32,Male,Human Resources,Research Scientist,3,Single,7759,4,20,No,No
57,Female,Sales,Human Resources,1,Married,10308,2,27,Yes,No
38,Male,Sales,Laboratory Technician,2,Single,5236,1,35,No,No
32,Male,Sales,Sales Executive,4,Married,3921,3,16,No,Yes
39,Female,Sales,Human Resources,1,Single,5412,1,6,No,No
45,Male,Research & Development,Research Scientist,3,Single,3236,2,22,No,No
31,Male,Human Resources,Manager,4,Single,5136,3,21,No,No
44,Male,Research & Development,Manager,2,Married,2122,2,9,Yes,No
58,Male,Research & Development,Research Scientist,1,Married,3910,4,17,Yes,No
57,Female,Sales,Research Scientist,1,Married,1781,4,1,No,No
45,Female,Sales,Sales Executive,2,Married,9021,1,11,No,No
43,Female,Sales,Research Scientist,1,Married,6277,4,38,No,No
19,Female,Research & Development,Manager,2,Married,10700,4,21,No,No
42,Female,Research & Development,Laboratory Technician,4,Married,8776,1,21,No,No
20,Male,Human Resources,Research Scientist,5,Married,9023,2,21,No,No
25,Male,Research & Development,Sales Executive,3,Single,5650,2,5,No,No
50,Female,Sales,Laboratory Technician,4,Divorced,7225,3,36,No,No
59,Male,Sales,Sales Executive,3,Single,3758,3,19,No,No
52,Female,Research & Development,Laboratory Technician,3,Single,4669,2,5,No,No
23,Male,Sales,Research Scientist,2,Married,6035,4,8,Yes,No
56,Female,Research & Development,Manager,5,Married,1652,3,28,No,No
40,Female,Research & Development,Laboratory Technician,3,Single,4733,2,36,No,No
42,Male,Sales,Human Resources,3,Married,7982,4,4,No,No
36,Male,Research & Development,Sales Executive,4,Married,4774,4,12,No,No
22,Female,Research & Development,Laboratory Technician,5,Married,4159,2,26,No,No
28,Male,Research & Development,Sales Executive,5,Married,5038,1,22,No,No
29,Male,Sales,Manager,3,Married,7870,2,36,Yes,No
27,Female,Research & Development,Sales Executive,5,Single,6902,4,33,No,No
25,Male,Research & Development,Sales Executive,4,Single,5436,3,24,No,No
41,Female,Research & Development,Human Resources,2,Single,6044,4,36,No,No
45,Male,Sales,Sales Executive,3,Married,8142,4,22,No,No
58,Male,Research & Development,Laboratory Technician,1,Married,9268,2,27,No,No
53,Female,Research & Development,Sales Executive,3,Married,4813,4,25,Yes,No
54,Male,Research & Development,Research Scientist,3,Married,5793,1,11,No,No
38,Male,Research & Development,Sales Executive,2,Married,9112,3,38,No,No
25,Male,Research & Development,Research Scientist,1,Single,7307,2,2,Yes,Yes
26,Male,Research & Development,Sales Executive,1,Single,2492,1,8,No,No
32,Male,Sales,Sales Executive,1,Married,3767,3,14,No,Yes
57,Male,Research & Development,Laboratory Technician,2,Married,3844,1,7,Yes,No
35,Male,Sales,Research Scientist,5,Married,4960,4,27,No,No
59,Male,Research & Development,Research Scientist,1,Married,6924,4,25,No,No
37,Female,Human Resources,Human Resources,5,Married,10713,1,15,No,No
23,Female,Sales,Sales Executive,4,Married,5792,3,33,No,No
29,Male,Research & Development,Sales Executive,2,Single,7648,1,19,Yes,No
19,Female,Research & Development,Laboratory Technician,5,Married,8834,1,0,Yes,No
24,Female,Sales,Human Resources,1,Single,9717,1,23,Yes,Yes
33,Female,Research & Development,Human Resources,1,Single,8837,3,28,Yes,No
20,Female,Sales,Laboratory Technician,5,Single,4132,1,3,No,Yes
20,Male,Research & Development,Research Scientist,5,Married,2373,4,3,No,No
44,Female,Research & Development,Manager,4,Married,4428,2,37,Yes,No
57,Male,Research & Development,Laboratory Technician,2,Married,6421,4,2,No,No
55,Male,Research & Development,Research Scientist,3,Divorced,4142,4,39,No,No
50,Female,Research & Development,Human Resources,4,Single,1937,1,1,Yes,Yes
45,Male,Sales,Laboratory Technician,4,Married,2961,2,28,Yes,No
18,Male,Research & Development,Manager,4,Married,13516,1,27,Yes,No
25,Female,Research & Development,Sales Executive,1,Divorced,5451,2,11,Yes,Yes
54,Female,Human Resources,Laboratory Technician,5,Single,10500,4,14,No,No
49,Female,Research & Development,Manager,2,Divorced,5413,3,30,Yes,No
54,Female,Research & Development,Manager,1,Single,7981,1,36,No,No
21,Male,Research & Development,Laboratory Technician,4,Married,5642,4,31,Yes,No
47,Male,Sales,Research Scientist,2,Married,6018,2,21,No,No
23,Female,Research & Development,Laboratory Technician,1,Married,7945,4,2,No,Yes
36,Male,Research & Development,Human Resources,3,Single,4993,4,16,No,No
49,Female,Sales,Manager,4,Single,3014,4,28,No,No
26,Male,Research & Development,Manager,1,Single,3986,3,11,No,Yes
29,Male,Research & Development,Sales Executive,1,Married,3973,1,13,No,Yes
28,Male,Research & Development,Manager,4,Married,6209,1,7,No,Yes
33,Female,Research & Development,Sales Executive,3,Divorced,1259,1,1,No,No
18,Male,Research & Development,Manager,5,Married,6763,3,33,Yes,No
38,Male,Research & Development,Manager,3,Single,9165,3,23,No,No
47,Male,Research & Development,Laboratory Technician,4,Single,4729,2,19,No,No
30,Male,Sales,Laboratory Technician,5,Single,4363,1,9,No,Yes
51,Male,Human Resources,Human Resources,1,Married,10918,2,39,No,No
21,Male,Research & Development,Research Scientist,3,Married,9679,4,6,Yes,No
45,Male,Research & Development,Human Resources,3,Divorced,7068,2,0,No,Yes
55,Male,Research & Development,Manager,5,Married,4131,2,9,Yes,Yes
48,Male,Sales,Human Resources,1,Single,7459,4,4,No,No
44,Female,Sales,Laboratory Technician,3,Single,3478,4,39,No,No
22,Female,Research & Development,Manager,5,Married,2692,2,20,Yes,Yes
42,Male,Research & Development,Manager,3,Divorced,7130,2,8,Yes,No
20,Male,Research & Development,Human Resources,1,Single,4804,1,28,No,No
50,Male,Research & Development,Sales Executive,1,Single,941,3,30,Yes,Yes
21,Female,Sales,Research Scientist,2,Married,7466,4,26,No,No
42,Male,Sales,Human Resources,5,Married,9650,2,5,Yes,No
37,Male,Research & Development,Human Resources,4,Single,7649,3,30,Yes,No
51,Female,Sales,Research Scientist,3,Married,4752,2,35,Yes,No
43,Male,Research & Development,Manager,1,Single,649,1,1,Yes,Yes
22,Female,Sales,Manager,3,Divorced,6365,2,20,No,No
52,Male,Research & Development,Sales Executive,3,Single,4357,4,33,No,No
45,Female,Sales,Human Resources,4,Single,3746,2,21,No,No
46,Male,Sales,Research Scientist,1,Single,1133,2,12,No,Yes
26,Female,Research & Development,Human Resources,2,Single,10692,4,18,No,No
55,Female,Research & Development,Laboratory Technician,5,Married,3257,1,32,Yes,No
23,Male,Sales,Human Resources,3,Married,1446,4,37,No,No
36,Male,Human Resources,Human Resources,4,Married,10236,2,39,No,No
28,Male,Sales,Laboratory Technician,4,Married,6077,1,2,No,No
19,Female,Research & Development,Laboratory Technician,5,Single,5689,4,37,No,No
26,Female,Sales,Research Scientist,5,Single,6773,3,18,No,No
38,Male,Sales,Manager,1,Divorced,7089,3,6,No,No
41,Female,Research & Development,Sales Executive,3,Married,6533,3,14,No,No
51,Male,Sales,Laboratory Technician,3,Single,2233,4,37,No,No
39,Male,Research & Development,Manager,5,Married,2039,1,24,No,No
20,Female,Sales,Research Scientist,2,Married,4177,4,21,No,No
29,Female,Research & Development,Human Resources,3,Single,4724,2,22,No,No
45,Male,Sales,Research Scientist,4,Married,5099,4,9,Yes,No
47,Female,Sales,Research Scientist,5,Married,6571,3,35,Yes,No
43,Female,Sales,Laboratory Technician,3,Single,5301,3,36,No,No
38,Female,Research & Development,Sales Executive,1,Single,4298,2,6,No,No
45,Female,Research & Development,Laboratory Technician,5,Married,6986,4,24,Yes,No
43,Female,Research & Development,Human Resources,4,Single,7784,3,39,No,No
50,Male,Research & Development,Laboratory Technician,1,Single,3978,4,23,No,No
38,Female,Research & Development,Human Resources,5,Married,2580,3,4,No,No
52,Male,Research & Development,Laboratory Technician,5,Married,6450,2,20,No,No
51,Female,Sales,Sales Executive,3,Single,4948,1,39,Yes,No
58,Male,Sales,Manager,1,Married,8090,1,19,Yes,No
35,Female,Research & Development,Sales Executive,5,Married,3536,3,28,Yes,No
28,Male,Research & Development,Laboratory Technician,4,Single,2985,3,36,No,No
40,Male,Sales,Research Scientist,1,Married,4416,4,19,No,No
39,Male,Research & Development,Manager,3,Married,7299,1,17,Yes,No
34,Female,Research & Development,Research Scientist,2,Single,5120,4,3,Yes,No
22,Female,Research & Development,Sales Executive,5,Married,5778,3,10,Yes,No
28,Male,Sales,Manager,2,Married,4761,1,21,No,No
47,Female,Research & Development,Laboratory Technician,5,Married,8538,4,13,No,No
32,Female,Sales,Research Scientist,3,Married,7207,3,27,No,No
44,Female,Sales,Laboratory Technician,3,Married,2193,4,3,Yes,No
52,Male,Research & Development,Human Resources,3,Single,8252,4,15,No,No
50,Female,Sales,Manager,3,Married,7476,3,37,No,No
37,Female,Sales,Research Scientist,1,Married,8711,4,22,No,No
33,Female,Sales,Sales Executive,1,Married,4678,4,12,No,No
51,Female,Research & Development,Sales Executive,5,Married,3652,1,19,No,No
19,Female,Sales,Sales Executive,1,Married,5793,4,4,No,No
52,Female,Sales,Sales Executive,5,Divorced,6407,2,18,Yes,No
57,Male,Research & Development,Research Scientist,1,Single,8963,3,20,No,No
45,Male,Research & Development,Human Resources,1,Single,7591,4,4,No,No
56,Male,Human Resources,Sales Executive,1,Single,6372,3,13,No,No
23,Male,Sales,Sales Executive,4,Single,5681,2,35,No,No
26,Female,Sales,Sales Executive,3,Married,6038,3,5,No,No
37,Female,Research & Development,Human Resources,4,Single,5014,2,4,Yes,Yes
18,Female,Sales,Manager,1,Single,7697,2,23,No,No
25,Male,Research & Development,Sales Executive,1,Single,2369,1,28,Yes,Yes
40,Male,Research & Development,Sales Executive,4,Married,6021,2,28,Yes,No
20,Male,Sales,Sales Executive,5,Married,8610,1,1,No,No
21,Male,Research & Development,Manager,3,Married,3160,4,5,No,No
42,Male,Sales,Sales Executive,5,Single,10861,1,33,No,No
55,Female,Human Resources,Manager,3,Married,3306,1,11,No,No
32,Male,Research & Development,Manager,2,Single,4738,4,21,No,No
38,Female,Research & Development,Laboratory Technician,3,Single,8564,3,3,No,No
52,Male,Sales,Laboratory Technician,5,Married,9630,3,5,No,No
31,Female,Sales,Sales Executive,3,Married,6893,4,2,No,No
53,Female,Sales,Research Scientist,2,Single,6827,2,12,No,No
29,Female,Sales,Laboratory Technician,2,Married,10469,1,22,Yes,No
34,Female,Research & Development,Laboratory Technician,1,Single,2579,3,34,No,No
56,Female,Human Resources,Research Scientist,2,Single,1687,3,25,No,Yes
26,Female,Research & Development,Human Resources,4,Married,1189,2,8,No,Yes
52,Female,Research & Development,Sales Executive,5,Single,3871,3,22,No,No
30,Male,Research & Development,Human Resources,4,Divorced,4209,3,3,No,No
32,Male,Research & Development,Human Resources,4,Married,6951,3,33,No,No
35,Male,Sales,Manager,5,Married,8519,4,36,Yes,No
50,Female,Research & Development,Manager,4,Married,8271,3,7,No,No
23,Male,Research & Development,Sales Executive,4,Married,8198,3,33,No,No
44,Female,Research & Development,Research Scientist,4,Married,3604,4,36,Yes,No
40,Female,Human Resources,Manager,2,Single,6961,3,5,No,No
44,Male,Research & Development,Laboratory Technician,5,Married,4165,2,6,No,No
51,Male,Sales,Sales Executive,5,Single,7502,1,38,Yes,No
55,Female,Research & Development,Human Resources,5,Single,6106,4,35,No,No
31,Male,Sales,Sales Executive,4,Married,8212,4,4,No,No
53,Female,Research & Development,Manager,2,Married,11940,3,2,Yes,No
25,Male,Research & Development,Research Scientist,5,Divorced,5917,1,16,No,No
52,Female,Research & Development,Human Resources,3,Single,3241,2,18,No,No
36,Male,Human Resources,Research Scientist,5,Married,1921,2,0,Yes,No
47,Female,Research & Development,Sales Executive,1,Married,3757,1,36,Yes,No
31,Female,Sales,Research Scientist,3,Single,8667,1,8,No,No
37,Male,Sales,Research Scientist,5,Single,7211,2,3,No,No
42,Male,Research & Development,Sales Executive,4,Single,6575,3,9,No,No
57,Male,Sales,Human Resources,5,Married,6953,1,31,Yes,No
41,Female,Sales,Research Scientist,2,Single,7798,1,0,No,No
31,Female,Sales,Research Scientist,2,Single,2107,3,22,No,Yes
43,Male,Research & Development,Sales Executive,5,Married,8465,4,16,No,No
55,Male,Sales,Laboratory Technician,4,Married,6973,1,29,Yes,Yes
40,Male,Human Resources,Research Scientist,4,Divorced,2398,3,26,Yes,No
39,Female,Human Resources,Manager,4,Married,6838,2,14,Yes,No
36,Female,Human Resources,Human Resources,5,Divorced,2743,4,37,No,No
20,Male,Sales,Research Scientist,5,Single,7275,1,6,No,No
59,Female,Human Resources,Sales Executive,1,Single,6299,3,32,Yes,No
36,Female,Human Resources,Manager,2,Divorced,3477,4,4,Yes,No
26,Female,Human Resources,Sales Executive,3,Married,7033,3,38,No,No
45,Female,Research & Development,Research Scientist,3,Single,8022,2,33,No,No
37,Female,Research & Development,Manager,2,Married,4566,1,2,No,Yes
24,Female,Sales,Human Resources,1,Married,7955,3,31,No,No
31,Male,Research & Development,Human Resources,2,Married,5303,1,1,No,No
26,Female,Sales,Human Resources,1,Married,8185,3,15,No,No
36,Male,Sales,Laboratory Technician,1,Married,5760,1,16,Yes,No
31,Male,Human Resources,Sales Executive,4,Married,8932,1,11,No,No
55,Male,Research & Development,Research Scientist,2,Married,3715,4,4,Yes,No
53,Female,Sales,Manager,3,Married,3788,3,3,No,No
57,Male,Human Resources,Sales Executive,5,Married,4030,3,15,Yes,No
34,Male,Human Resources,Research Scientist,5,Married,6316,1,17,Yes,No
47,Male,Sales,Laboratory Technician,2,Single,5619,1,19,Yes,No
26,Male,Research & Development,Research Scientist,5,Single,6716,4,8,Yes,No
50,Male,Sales,Sales Executive,1,Married,3089,2,15,No,No
42,Female,Sales,Research Scientist,5,Single,4206,3,34,Yes,No
31,Female,Sales,Manager,1,Single,9176,1,28,No,No
28,Male,Sales,Laboratory Technician,1,Single,6928,4,29,No,No
52,Female,Sales,Manager,3,Single,7558,1,19,No,Yes
58,Female,Sales,Laboratory Technician,5,Married,5361,3,21,No,No
31,Male,Human Resources,Laboratory Technician,3,Single,6737,4,22,Yes,No
47,Female,Research & Development,Research Scientist,5,Single,4812,4,35,Yes,Yes
58,Female,Research & Development,Manager,1,Married,1374,1,21,Yes,Yes
21,Male,Research & Development,Laboratory Technician,5,Married,8588,1,0,No,No
21,Male,Sales,Laboratory Technician,3,Single,6455,2,20,No,No
45,Female,Human Resources,Research Scientist,4,Single,4169,2,18,No,No
25,Female,Research & Development,Sales Executive,3,Divorced,6003,3,7,No,No
19,Male,Sales,Sales Executive,4,Single,4834,3,4,Yes,Yes
58,Female,Sales,Human Resources,2,Divorced,9746,4,39,No,No
39,Male,Research & Development,Human Resources,3,Single,7678,3,28,Yes,No
58,Female,Research & Development,Laboratory Technician,5,Single,3130,2,17,No,No
33,Male,Research & Development,Sales Executive,4,Single,2791,2,28,No,No
46,Male,Sales,Laboratory Technician,5,Single,6626,2,14,Yes,No
47,Female,Sales,Manager,4,Married,6335,1,30,No,No
29,Male,Research & Development,Sales Executive,3,Divorced,7294,2,14,No,No
52,Male,Research & Development,Sales Executive,3,Divorced,5641,2,2,Yes,Yes
28,Female,Sales,Sales Executive,5,Married,4381,3,32,Yes,No
38,Female,Sales,Human Resources,3,Married,7274,2,23,No,No
38,Male,Research & Development,Research Scientist,5,Married,7485,2,37,Yes,No
22,Female,Research & Development,Research Scientist,1,Married,9143,1,23,No,No
37,Male,Sales,Human Resources,4,Single,7836,2,12,No,No
54,Male,Research & Development,Human Resources,5,Single,3907,3,26,No,No
20,Male,Research & Development,Human Resources,4,Married,6641,1,32,Yes,No
